corridor,bhk,carpet_area,bathrooms,floor,gym,parking,security,lift,clubhouse,swimming_pool,garden,price_lakhs
dehu_solapur,3,1108,4,30,1,1,1,0,1,1,0,137.06
dehu_solapur,4,545,4,24,0,1,0,1,0,1,1,108.18
kolhapur_nashik,2,1017,2,1,1,1,1,1,0,1,1,128.76
dehu_solapur,4,1360,5,12,0,1,0,0,0,1,0,162.8
kolhapur_nashik,2,456,2,24,1,0,1,1,1,0,0,85.73
kolhapur_nashik,3,2022,3,26,1,0,1,0,0,0,0,232.11
kolhapur_nashik,1,1419,2,1,0,0,0,1,1,1,1,159.7
kolhapur_nashik,3,968,4,17,1,1,0,0,1,0,0,146.75
dehu_solapur,3,1666,3,30,1,1,1,0,1,0,1,176.42
dehu_solapur,1,476,1,14,0,1,1,1,1,1,1,64.36
kolhapur_nashik,1,2228,1,20,1,1,0,0,0,1,0,227.9
kolhapur_nashik,3,2102,3,5,1,1,1,1,0,0,1,246.68
kolhapur_nashik,3,1903,3,15,0,1,1,0,1,1,0,221.75
kolhapur_nashik,3,1807,3,28,0,0,1,0,0,0,1,212.75
dehu_solapur,3,764,4,4,1,1,1,0,1,0,0,103.18
kolhapur_nashik,2,934,2,7,0,1,0,0,1,0,1,121.13
dehu_solapur,2,946,3,1,0,1,1,1,0,1,1,114.05
dehu_solapur,3,2342,3,10,0,0,0,1,1,0,1,238.78
dehu_solapur,4,1657,5,13,0,1,1,1,1,0,1,185.6
kolhapur_nashik,3,1806,3,25,0,1,1,1,1,0,0,224.11
kolhapur_nashik,1,1915,2,10,1,1,1,0,1,0,1,199.14
kolhapur_nashik,3,621,4,10,1,1,0,0,0,0,0,94.93
dehu_solapur,4,2443,5,15,1,0,0,0,1,1,0,246.51
kolhapur_nashik,3,2347,4,29,0,0,1,1,1,1,0,269.29
kolhapur_nashik,4,994,4,9,1,0,1,0,1,1,0,147.96
kolhapur_nashik,4,907,5,27,1,1,0,0,1,1,1,149.01
dehu_solapur,4,977,4,28,0,1,0,1,1,0,0,137.22
kolhapur_nashik,2,1228,3,11,0,1,0,1,1,0,1,152.04
kolhapur_nashik,2,1031,2,18,0,1,1,0,1,0,1,135.92
kolhapur_nashik,2,1178,2,24,1,1,0,1,1,1,1,162.45
dehu_solapur,4,1523,5,12,1,1,1,0,1,0,0,170.69
dehu_solapur,3,1102,3,17,0,0,0,0,1,0,1,135.79
kolhapur_nashik,3,2125,3,28,1,0,1,0,1,0,0,251.52
dehu_solapur,2,2360,3,9,1,1,1,0,1,0,0,220.55
dehu_solapur,1,1837,1,28,1,0,1,1,0,0,1,174.8
dehu_solapur,1,1616,1,6,0,1,1,1,1,0,1,155.56
dehu_solapur,4,2265,4,25,1,0,1,0,0,1,0,245.23
dehu_solapur,4,1391,4,13,1,0,1,0,1,1,1,169.16
dehu_solapur,4,2001,4,15,1,0,1,0,0,1,1,209.77
kolhapur_nashik,4,2227,4,30,0,1,1,0,0,0,1,266.16
kolhapur_nashik,1,1735,1,27,1,0,1,0,1,0,1,181.5
dehu_solapur,2,1640,3,29,0,1,1,1,1,0,0,171.78
dehu_solapur,1,617,2,13,0,0,1,1,1,0,1,73.05
kolhapur_nashik,1,2176,1,10,0,0,1,1,1,1,0,225.97
kolhapur_nashik,4,1675,4,14,1,0,0,0,0,1,1,221.04
kolhapur_nashik,1,937,1,2,1,1,0,1,1,0,0,114.92
dehu_solapur,4,719,5,20,0,1,0,0,0,1,1,115.74
kolhapur_nashik,1,2171,1,27,0,0,1,0,0,1,0,229.35
dehu_solapur,3,2106,4,20,1,1,0,0,1,0,1,216.69
kolhapur_nashik,2,650,3,30,0,0,0,1,0,1,1,106.47
dehu_solapur,3,891,3,9,1,1,1,0,1,1,1,121.93
kolhapur_nashik,2,642,2,12,1,1,1,0,0,0,1,92.71
kolhapur_nashik,3,494,4,13,0,0,0,0,1,1,1,94.47
dehu_solapur,2,2325,3,7,0,0,1,1,0,0,1,220.99
kolhapur_nashik,1,1272,1,30,0,0,1,0,0,0,1,143.83
dehu_solapur,4,1085,5,22,1,0,1,0,0,1,0,141.64
kolhapur_nashik,3,1610,3,3,0,0,1,1,0,1,1,192.11
kolhapur_nashik,2,1942,2,4,0,0,1,0,0,0,0,205.52
dehu_solapur,2,2295,2,17,1,1,1,1,1,0,1,227.0
kolhapur_nashik,3,1691,3,5,0,1,1,0,1,1,1,211.05
dehu_solapur,2,656,3,11,1,1,1,1,0,1,0,81.84
kolhapur_nashik,4,2075,5,10,1,0,1,1,0,1,1,255.95
dehu_solapur,2,2439,3,24,0,0,0,0,1,0,1,227.65
dehu_solapur,4,712,5,11,1,0,1,1,0,1,1,110.69
dehu_solapur,3,591,3,20,0,0,0,1,1,1,0,84.35
kolhapur_nashik,2,2334,3,8,1,0,0,1,1,1,1,248.56
dehu_solapur,2,723,2,25,0,0,0,1,0,1,1,95.69
dehu_solapur,2,2219,2,14,1,0,1,1,1,0,1,212.27
kolhapur_nashik,1,2073,1,1,1,0,0,0,0,0,0,205.22
kolhapur_nashik,2,952,3,24,1,1,0,1,0,0,1,130.07
dehu_solapur,3,2322,3,22,1,0,0,0,0,1,0,231.8
kolhapur_nashik,2,1677,2,12,0,0,1,0,1,0,0,184.39
dehu_solapur,1,973,2,11,1,0,1,1,0,1,0,102.94
kolhapur_nashik,3,1161,4,18,0,0,0,0,1,0,1,157.78
kolhapur_nashik,1,2374,1,3,0,1,0,0,0,1,0,234.63
kolhapur_nashik,4,1326,5,1,1,1,0,1,1,1,0,193.89
dehu_solapur,3,1747,4,24,0,0,0,1,0,0,1,185.68
dehu_solapur,2,1770,3,11,0,1,1,0,0,1,0,169.01
dehu_solapur,3,2070,3,25,1,1,0,1,1,0,0,207.95
dehu_solapur,4,830,4,5,0,1,0,1,1,0,0,119.33
dehu_solapur,1,2188,1,5,0,1,0,0,0,1,1,193.87
dehu_solapur,4,821,5,5,0,0,0,1,0,1,0,119.31
kolhapur_nashik,4,2360,4,20,0,1,0,1,1,0,0,280.93
kolhapur_nashik,1,2124,2,8,1,1,1,1,0,0,1,220.59
dehu_solapur,2,1668,3,18,0,1,0,0,0,0,0,160.7
dehu_solapur,2,1020,3,28,1,1,0,0,0,1,1,118.14
dehu_solapur,2,1338,2,17,1,1,0,0,0,1,1,146.92
kolhapur_nashik,1,1655,1,21,0,1,0,0,1,0,0,171.09
dehu_solapur,1,1312,2,6,1,1,1,1,1,1,0,133.18
dehu_solapur,1,1403,1,21,1,1,0,0,0,1,0,131.44
kolhapur_nashik,1,1681,2,2,0,0,1,1,1,0,1,168.09
dehu_solapur,1,1802,2,5,0,1,0,1,1,1,1,167.2
kolhapur_nashik,4,1645,5,23,1,0,0,1,1,1,0,220.49
kolhapur_nashik,2,458,2,23,1,1,0,0,0,1,1,78.53
dehu_solapur,2,1337,3,17,0,0,1,1,1,0,0,138.37
kolhapur_nashik,3,2030,4,3,1,0,1,1,1,1,0,240.23
kolhapur_nashik,4,406,4,17,1,0,1,0,0,1,0,102.98
dehu_solapur,4,1911,5,30,0,0,1,0,0,1,0,211.29
kolhapur_nashik,4,2228,5,30,1,0,1,1,1,1,1,277.09
dehu_solapur,4,806,5,25,0,1,0,0,1,0,0,125.54
dehu_solapur,4,2013,5,22,1,0,0,1,0,0,0,213.03
dehu_solapur,3,1163,4,14,0,1,0,0,0,0,1,119.56
kolhapur_nashik,2,1313,3,28,0,1,0,0,1,1,1,167.89
kolhapur_nashik,4,2157,4,18,1,1,1,0,0,0,1,263.57
dehu_solapur,3,1119,4,19,0,0,1,0,1,0,1,143.53
dehu_solapur,4,1757,5,11,1,1,0,1,0,0,0,199.51
dehu_solapur,2,2409,2,28,1,1,0,1,1,1,0,238.93
kolhapur_nashik,2,1707,3,2,0,1,0,1,1,1,1,202.55
dehu_solapur,3,1274,3,30,1,0,1,1,0,0,1,151.66
kolhapur_nashik,2,501,2,5,0,0,0,1,1,0,1,85.45
dehu_solapur,4,1613,5,17,1,0,1,0,0,0,1,178.02
kolhapur_nashik,1,766,2,13,1,1,1,0,1,0,1,111.17
kolhapur_nashik,2,2272,3,14,0,1,1,1,1,0,0,244.22
dehu_solapur,4,2221,5,23,0,0,1,1,0,1,0,237.99
kolhapur_nashik,3,2109,3,30,0,1,0,0,0,1,0,244.16
kolhapur_nashik,2,1146,2,16,1,1,0,0,1,0,0,141.13
dehu_solapur,3,2419,3,16,0,1,0,0,0,1,1,232.31
kolhapur_nashik,3,1026,3,26,0,0,0,0,1,0,1,149.26
dehu_solapur,4,807,5,30,0,1,1,0,1,1,0,123.18
kolhapur_nashik,4,1177,5,21,0,0,1,0,0,1,0,175.92
kolhapur_nashik,4,1160,4,20,1,1,1,0,1,0,1,173.45
kolhapur_nashik,1,1653,2,15,1,0,1,0,0,1,1,169.77
kolhapur_nashik,4,1091,4,2,1,1,1,1,0,1,0,155.75
dehu_solapur,1,955,2,6,1,0,0,1,0,0,1,99.75
dehu_solapur,4,2486,5,1,0,0,0,0,1,1,0,234.19
dehu_solapur,2,802,3,23,1,1,0,0,1,0,0,104.4
kolhapur_nashik,1,2319,1,21,0,0,0,0,1,0,0,234.86
kolhapur_nashik,4,1889,5,17,0,0,1,1,1,1,1,247.1
kolhapur_nashik,3,2430,3,29,1,1,1,0,0,0,0,271.01
dehu_solapur,4,550,4,2,1,0,1,1,0,1,1,104.95
dehu_solapur,4,1470,5,30,0,1,1,1,1,1,0,187.42
dehu_solapur,4,1892,5,23,0,1,1,0,0,0,0,197.35
dehu_solapur,3,1145,4,13,1,1,0,0,0,1,0,137.68
dehu_solapur,3,1342,4,25,0,1,1,0,0,1,1,154.71
kolhapur_nashik,4,578,5,23,1,0,1,0,1,1,1,124.07
dehu_solapur,3,2208,3,10,1,1,0,1,0,0,1,232.1
kolhapur_nashik,2,1635,3,17,1,0,0,0,0,0,0,177.88
kolhapur_nashik,1,1504,2,24,1,0,1,0,0,1,0,158.58
dehu_solapur,3,1341,3,16,0,0,1,0,1,1,0,156.0
kolhapur_nashik,3,1490,3,27,1,0,0,1,0,0,1,182.48
dehu_solapur,3,676,3,25,1,0,0,0,0,0,0,95.06
dehu_solapur,1,2097,1,30,0,0,0,0,1,1,0,188.34
dehu_solapur,3,871,4,15,0,1,1,1,0,0,1,121.68
dehu_solapur,3,749,4,1,1,1,0,0,0,1,0,94.98
kolhapur_nashik,1,749,1,18,0,1,0,0,1,0,0,98.04
dehu_solapur,1,2472,1,19,0,1,1,0,1,1,1,231.53
kolhapur_nashik,3,991,4,4,1,1,0,1,1,1,1,140.24
kolhapur_nashik,4,411,4,1,1,1,0,1,0,1,1,95.83
kolhapur_nashik,2,2344,3,20,1,0,1,0,0,1,0,255.84
kolhapur_nashik,2,1724,3,12,0,0,0,1,1,0,1,203.26
dehu_solapur,4,2371,4,15,1,0,0,1,1,1,0,229.89
kolhapur_nashik,4,2166,4,3,1,1,0,0,1,0,1,262.52
dehu_solapur,1,2474,1,20,1,1,0,1,0,1,0,218.97
dehu_solapur,3,769,4,28,1,1,0,1,1,1,0,115.51
dehu_solapur,3,614,4,17,1,1,1,0,1,0,0,98.74
dehu_solapur,4,2177,5,3,1,0,0,0,1,0,1,219.92
dehu_solapur,2,2278,3,18,0,0,1,1,1,1,1,230.6
kolhapur_nashik,1,414,1,8,0,1,0,0,0,1,1,60.25
dehu_solapur,2,610,2,21,0,1,0,1,0,0,0,78.98
kolhapur_nashik,2,861,3,23,1,0,1,1,0,0,0,118.16
dehu_solapur,3,2389,3,5,0,1,0,0,0,1,0,225.14
kolhapur_nashik,2,1513,3,30,0,1,1,0,1,0,0,186.54
kolhapur_nashik,2,2046,3,24,1,0,0,1,0,1,0,226.51
dehu_solapur,3,1211,4,11,1,0,1,1,0,1,0,137.76
kolhapur_nashik,1,1297,2,14,0,0,1,1,0,0,1,146.66
kolhapur_nashik,2,1850,2,24,1,1,1,0,1,1,1,218.61
dehu_solapur,1,756,2,4,1,1,0,1,0,1,1,89.41
dehu_solapur,3,1042,3,2,1,0,1,1,1,1,0,123.97
kolhapur_nashik,1,1620,2,12,1,0,1,0,1,0,0,173.47
kolhapur_nashik,4,1300,4,14,0,0,1,1,1,1,1,188.82
kolhapur_nashik,4,1866,4,26,0,1,1,1,0,1,1,239.0
kolhapur_nashik,2,1868,3,18,0,0,0,0,0,0,1,210.16
dehu_solapur,3,2483,4,30,0,0,0,0,0,1,1,238.93
kolhapur_nashik,2,2435,3,30,1,1,0,1,1,1,1,286.14
kolhapur_nashik,1,1031,1,20,1,0,0,1,1,0,0,121.04
dehu_solapur,1,2403,2,14,1,1,0,0,0,1,0,214.06
dehu_solapur,1,2494,2,30,0,0,1,1,0,0,1,216.07
dehu_solapur,2,1972,2,10,0,0,1,1,1,0,1,194.78
kolhapur_nashik,4,2019,4,6,0,0,1,1,1,0,1,239.3
kolhapur_nashik,1,2383,1,6,1,1,0,1,0,1,1,249.95
kolhapur_nashik,4,738,4,2,0,0,0,1,1,1,1,130.78
kolhapur_nashik,1,2423,1,18,0,1,1,1,0,1,0,251.94
kolhapur_nashik,1,1173,2,29,0,1,1,1,0,1,0,143.12
dehu_solapur,1,1866,2,20,1,0,0,1,0,0,0,174.96
kolhapur_nashik,2,665,2,24,1,0,0,1,1,1,0,104.33
dehu_solapur,4,1149,5,24,1,1,0,1,1,0,1,148.11
dehu_solapur,4,962,5,13,0,0,0,0,1,1,0,125.45
dehu_solapur,1,1964,2,1,1,1,1,1,0,0,0,176.62
dehu_solapur,2,1305,3,21,1,1,0,0,0,0,0,138.94
dehu_solapur,2,1316,3,22,0,0,0,0,1,1,1,151.51
kolhapur_nashik,4,2091,4,18,0,0,1,0,1,0,1,247.17
kolhapur_nashik,3,592,3,1,0,0,0,0,0,1,1,100.74
dehu_solapur,4,831,5,24,0,0,1,0,0,0,0,116.71
kolhapur_nashik,4,2490,5,13,1,1,0,1,0,1,1,297.61
dehu_solapur,2,1887,3,7,0,0,0,0,0,1,0,181.29
kolhapur_nashik,2,2099,2,21,1,1,1,0,1,0,0,234.17
kolhapur_nashik,2,2267,3,28,1,1,0,0,0,1,0,254.41
dehu_solapur,4,1337,5,29,1,0,0,1,0,0,0,165.36
kolhapur_nashik,1,1684,1,29,0,0,1,1,1,1,0,186.55
kolhapur_nashik,3,592,3,20,1,1,0,0,0,1,1,112.27
kolhapur_nashik,3,2113,3,11,0,1,1,1,1,1,1,254.25
kolhapur_nashik,2,485,2,11,0,1,0,1,0,1,0,82.97
kolhapur_nashik,2,2347,3,28,1,1,1,1,0,0,0,261.59
dehu_solapur,3,2443,4,9,0,0,0,1,1,1,0,240.3
kolhapur_nashik,1,863,2,23,1,1,0,1,1,0,1,117.92
dehu_solapur,3,2476,3,12,0,0,0,1,0,1,0,241.54
kolhapur_nashik,2,977,3,26,0,0,0,1,1,1,1,138.09
kolhapur_nashik,2,2117,3,13,1,0,0,1,1,1,1,238.65
kolhapur_nashik,2,2084,3,10,0,0,0,1,0,1,1,225.82
kolhapur_nashik,1,2479,1,12,0,1,0,1,1,1,0,251.65
kolhapur_nashik,4,1648,5,4,0,1,1,0,0,0,1,207.17
dehu_solapur,2,1415,3,7,1,1,0,1,1,1,1,154.87
dehu_solapur,3,730,3,15,1,1,1,0,0,0,1,95.59
kolhapur_nashik,2,1160,2,2,1,0,1,1,0,1,1,144.43
kolhapur_nashik,1,2283,2,29,1,1,1,0,1,0,0,249.56
kolhapur_nashik,1,834,1,4,1,1,0,1,1,1,0,110.74
dehu_solapur,2,824,3,6,0,0,0,0,0,0,1,99.97
kolhapur_nashik,3,974,4,28,1,1,1,0,1,0,1,144.55
dehu_solapur,4,757,4,30,0,0,0,0,1,1,0,123.67
dehu_solapur,4,451,4,6,0,0,1,0,1,0,1,87.54
dehu_solapur,1,1708,1,26,1,0,0,0,0,1,1,161.71
dehu_solapur,4,749,5,3,1,0,0,0,0,0,0,104.08
dehu_solapur,4,2287,5,11,1,0,1,0,0,1,0,240.94
kolhapur_nashik,2,2214,3,5,1,1,1,1,1,0,0,251.26
kolhapur_nashik,2,1543,2,11,1,0,0,1,0,0,0,166.49
dehu_solapur,4,1133,5,10,1,1,0,0,0,0,1,141.62
dehu_solapur,3,2470,4,18,0,0,1,0,1,0,0,252.49
kolhapur_nashik,1,1335,2,1,0,0,1,1,0,0,1,145.74
kolhapur_nashik,1,585,1,10,0,1,1,1,0,1,1,89.74
kolhapur_nashik,1,1720,2,25,1,1,1,1,0,0,0,193.88
dehu_solapur,3,437,4,23,0,1,0,0,0,0,1,84.37
kolhapur_nashik,3,1049,3,3,0,0,0,1,0,0,1,150.73
dehu_solapur,3,561,4,5,0,1,0,1,1,1,0,81.77
dehu_solapur,4,1078,4,18,1,1,0,0,0,1,0,137.45
dehu_solapur,1,2068,2,1,1,1,0,0,1,1,0,187.97
kolhapur_nashik,3,1995,4,8,0,0,0,0,0,0,0,215.78
dehu_solapur,4,925,5,26,0,1,0,1,0,1,1,126.83
kolhapur_nashik,4,692,4,4,0,1,1,1,1,0,1,134.36
kolhapur_nashik,3,1904,3,20,1,1,0,1,1,1,1,232.6
kolhapur_nashik,1,2488,2,14,0,1,0,1,0,0,1,252.07
kolhapur_nashik,1,1363,1,3,1,1,1,1,0,0,0,150.36
kolhapur_nashik,4,2445,4,17,0,0,0,1,0,1,1,291.38
dehu_solapur,1,1534,1,10,1,1,0,1,1,0,0,160.23
dehu_solapur,2,1937,2,18,0,0,0,1,1,1,0,181.82
kolhapur_nashik,4,2420,4,3,0,0,0,0,1,0,0,266.72
dehu_solapur,4,2263,4,25,0,1,0,1,1,0,0,233.98
kolhapur_nashik,4,512,4,12,1,0,1,0,0,0,1,112.38
dehu_solapur,4,1912,4,20,1,1,1,1,1,1,0,211.85
dehu_solapur,1,437,2,9,0,1,1,1,0,1,0,61.32
dehu_solapur,2,2022,3,6,1,1,1,1,1,1,1,203.47
dehu_solapur,2,570,3,9,1,1,1,0,1,1,0,83.51
kolhapur_nashik,2,2027,3,25,0,0,0,0,1,0,0,218.52
kolhapur_nashik,1,913,1,9,1,0,0,0,1,1,1,118.7
kolhapur_nashik,2,874,3,12,1,0,0,1,1,0,0,113.2
kolhapur_nashik,1,1213,2,13,0,1,0,1,1,0,0,142.58
kolhapur_nashik,2,1537,3,9,0,1,0,1,1,1,0,181.83
dehu_solapur,3,1351,3,9,1,0,0,0,0,1,1,150.93
kolhapur_nashik,3,1679,4,5,1,0,1,0,1,1,1,220.08
dehu_solapur,3,790,3,19,0,1,1,1,1,1,1,121.91
dehu_solapur,2,1997,3,1,0,1,1,0,1,1,0,201.7
dehu_solapur,1,1744,2,4,1,1,0,1,1,0,1,164.57
dehu_solapur,4,1859,5,17,0,1,0,0,0,1,0,195.12
dehu_solapur,1,2093,1,24,0,0,1,1,1,0,1,196.29
dehu_solapur,3,530,4,24,1,1,0,1,1,0,1,93.23
dehu_solapur,3,1658,3,25,1,1,1,0,1,1,0,178.55
dehu_solapur,2,2411,2,28,0,1,1,1,1,1,1,243.82
dehu_solapur,4,1136,5,21,0,0,1,1,0,0,0,146.66
kolhapur_nashik,1,2000,1,2,0,1,0,0,1,1,1,207.31
dehu_solapur,4,1532,4,18,0,1,1,0,0,1,1,174.45
kolhapur_nashik,3,909,4,1,0,0,1,1,1,1,1,130.51
kolhapur_nashik,1,1890,1,16,0,1,0,0,0,0,1,198.32
kolhapur_nashik,3,516,3,13,0,0,1,1,1,1,0,94.98
kolhapur_nashik,2,681,2,19,0,1,1,0,0,1,0,108.85
dehu_solapur,2,1086,2,11,1,1,0,1,1,1,1,118.29
dehu_solapur,4,2169,4,20,1,1,0,1,0,1,0,237.37
dehu_solapur,4,1127,5,16,1,1,0,0,1,1,1,146.13
dehu_solapur,3,439,3,13,0,1,1,0,1,1,1,80.03
kolhapur_nashik,1,2452,2,4,1,0,1,1,0,1,0,254.16
dehu_solapur,3,2254,3,5,1,1,1,1,1,1,1,229.2
dehu_solapur,3,690,3,1,0,1,0,1,0,0,0,94.68
kolhapur_nashik,1,683,1,22,1,0,0,0,1,0,1,88.0
kolhapur_nashik,2,2018,2,2,0,0,1,0,1,1,0,219.0
kolhapur_nashik,4,1738,4,10,0,1,0,0,0,1,0,216.1
dehu_solapur,4,1143,4,11,0,0,1,1,0,1,0,140.33
dehu_solapur,3,2444,4,26,1,0,1,0,1,0,1,242.73
kolhapur_nashik,4,2185,4,27,0,1,1,0,1,0,1,265.37
dehu_solapur,4,1989,5,2,1,0,0,0,1,0,1,207.53
kolhapur_nashik,2,2457,3,16,1,1,1,1,1,1,0,279.07
kolhapur_nashik,4,1991,5,24,1,0,1,1,0,0,0,246.91
dehu_solapur,2,1754,3,27,1,1,0,1,0,1,0,177.08
kolhapur_nashik,3,1834,3,13,1,1,1,0,0,0,1,221.0
dehu_solapur,1,2352,2,17,1,1,0,1,1,0,1,213.97
dehu_solapur,2,2041,3,30,0,1,1,1,1,0,1,208.29
kolhapur_nashik,4,2389,5,30,0,1,1,1,1,0,0,296.86
dehu_solapur,2,1419,3,29,0,1,1,0,0,1,0,149.8
kolhapur_nashik,2,1665,3,13,1,0,1,1,1,0,0,194.7
dehu_solapur,4,1161,4,23,0,0,1,1,1,1,1,150.83
kolhapur_nashik,4,1870,4,24,1,0,0,1,0,1,1,235.11
dehu_solapur,3,1706,3,21,1,0,0,0,1,1,1,175.25
kolhapur_nashik,2,2069,3,9,1,0,1,1,1,0,1,227.68
dehu_solapur,1,1850,1,21,0,0,0,0,1,1,1,170.49
dehu_solapur,4,850,5,15,0,0,0,1,0,0,1,128.94
kolhapur_nashik,4,1648,5,20,1,0,1,1,0,0,0,223.99
kolhapur_nashik,4,986,5,10,0,1,0,0,0,1,0,146.84
dehu_solapur,1,893,2,5,0,1,1,1,0,1,0,94.48
dehu_solapur,2,1533,2,19,1,1,0,0,0,1,0,148.31
dehu_solapur,1,929,2,27,0,1,0,1,1,1,1,106.95
kolhapur_nashik,2,1639,2,4,1,1,0,1,1,1,0,186.18
kolhapur_nashik,1,1798,1,13,0,1,1,0,0,0,0,193.35
dehu_solapur,2,1664,3,20,0,1,0,1,0,0,0,172.63
dehu_solapur,3,1056,4,24,0,1,0,1,1,0,0,126.8
kolhapur_nashik,4,2350,5,19,1,0,0,0,0,1,0,272.72
dehu_solapur,4,581,4,8,0,0,0,1,0,0,0,91.7
dehu_solapur,3,1030,4,21,0,1,0,0,1,0,1,125.91
kolhapur_nashik,3,1105,3,25,0,1,0,1,0,0,0,161.44
dehu_solapur,1,1946,1,15,1,0,0,1,0,0,1,176.17
dehu_solapur,2,2101,2,24,0,1,0,0,0,1,1,206.95
kolhapur_nashik,4,1148,4,14,1,0,0,1,0,0,1,163.89
dehu_solapur,1,1041,2,26,1,0,0,1,1,1,0,113.79
dehu_solapur,3,1655,4,22,1,1,1,1,1,0,0,182.63
dehu_solapur,4,658,4,14,1,1,0,0,1,0,0,109.9
kolhapur_nashik,2,1903,3,6,1,0,1,0,0,0,1,216.15
kolhapur_nashik,2,2137,2,29,1,1,1,1,0,1,0,248.59
kolhapur_nashik,3,2123,3,4,0,1,0,0,1,1,1,243.4
kolhapur_nashik,2,806,3,12,0,0,0,1,1,0,0,111.76
kolhapur_nashik,4,1428,5,12,1,0,0,0,0,0,0,184.5
dehu_solapur,4,1780,4,22,0,0,0,1,1,1,0,187.25
dehu_solapur,3,1865,4,25,0,0,0,0,1,0,1,192.67
dehu_solapur,4,1110,4,14,1,1,1,1,1,1,1,144.51
kolhapur_nashik,4,1257,5,1,0,0,1,0,0,0,0,175.42
dehu_solapur,3,1267,4,20,1,0,0,1,0,0,0,139.57
dehu_solapur,4,635,5,12,1,0,0,1,1,1,1,102.81
kolhapur_nashik,4,950,5,11,0,1,0,1,0,0,1,144.01
kolhapur_nashik,3,2411,4,2,0,0,0,0,1,1,0,271.52
kolhapur_nashik,2,1409,3,16,1,1,1,1,0,0,1,181.57
dehu_solapur,4,1920,5,30,0,1,0,1,0,1,0,206.21
dehu_solapur,1,2486,1,1,1,0,1,1,0,1,1,229.35
kolhapur_nashik,3,2409,4,29,0,0,1,1,1,1,0,285.22
kolhapur_nashik,3,1400,4,29,1,1,1,0,0,0,0,184.43
kolhapur_nashik,2,2327,2,21,0,1,1,1,1,1,1,257.67
dehu_solapur,4,2082,4,5,1,0,0,1,0,0,1,203.85
kolhapur_nashik,3,1145,4,8,0,0,0,1,1,0,0,156.84
dehu_solapur,2,507,2,23,0,0,1,0,0,1,1,81.56
dehu_solapur,2,2208,3,14,1,0,0,0,0,0,1,214.54
kolhapur_nashik,1,2122,1,27,0,0,0,1,1,0,0,222.61
kolhapur_nashik,1,2410,2,30,1,0,1,1,1,0,1,255.93
kolhapur_nashik,1,977,2,26,0,0,0,0,0,1,1,112.75
kolhapur_nashik,4,469,4,6,0,1,0,0,0,1,1,104.19
dehu_solapur,2,470,2,4,0,1,1,1,0,1,1,67.8
kolhapur_nashik,3,1829,4,30,1,1,0,1,1,0,1,225.59
kolhapur_nashik,2,759,3,4,1,1,0,1,0,1,1,105.23
kolhapur_nashik,3,1598,4,9,0,0,0,1,0,0,1,184.38
dehu_solapur,4,1238,5,19,1,1,1,1,1,1,0,163.29
dehu_solapur,1,1722,2,27,1,1,1,0,0,1,0,168.54
kolhapur_nashik,3,2011,4,13,0,1,0,0,0,0,0,232.81
dehu_solapur,2,2384,3,23,1,0,0,0,0,1,0,226.54
kolhapur_nashik,4,1750,5,22,0,0,0,0,0,0,0,223.95
kolhapur_nashik,2,1426,3,29,1,0,1,1,0,1,0,165.17
dehu_solapur,1,1559,1,3,0,1,1,0,1,1,0,143.71
kolhapur_nashik,3,1318,4,29,1,0,1,1,0,0,0,175.51
kolhapur_nashik,4,1445,4,4,0,0,0,1,0,1,1,186.06
dehu_solapur,2,1162,3,18,1,1,0,1,1,0,1,128.73
kolhapur_nashik,3,1052,3,30,1,0,1,1,1,0,0,153.74
kolhapur_nashik,4,1666,5,11,0,0,1,0,0,1,1,217.4
kolhapur_nashik,4,1004,4,13,0,0,0,0,1,1,1,158.82
dehu_solapur,4,808,5,5,1,1,1,0,0,1,1,116.33
kolhapur_nashik,4,427,4,18,1,1,1,0,1,1,0,109.75
kolhapur_nashik,3,664,4,14,0,1,0,1,1,0,0,106.59
kolhapur_nashik,1,1669,2,19,1,1,0,0,0,1,0,179.8
dehu_solapur,4,2471,4,22,1,1,1,1,1,0,0,252.27
dehu_solapur,2,1529,2,21,1,0,0,0,0,0,0,151.82
dehu_solapur,4,1387,5,17,1,0,1,0,0,1,0,161.25
kolhapur_nashik,3,2229,3,21,0,1,1,0,0,0,1,252.31
kolhapur_nashik,2,1681,3,13,0,0,0,0,0,0,0,186.73
kolhapur_nashik,1,1584,2,3,1,0,0,1,0,1,1,161.46
dehu_solapur,2,2090,2,10,0,1,0,1,0,1,1,200.17
kolhapur_nashik,2,2395,3,2,0,1,1,1,1,1,0,256.87
kolhapur_nashik,3,2149,4,10,0,0,0,0,0,1,0,246.65
kolhapur_nashik,2,1359,3,14,1,0,1,0,0,0,0,162.19
kolhapur_nashik,2,1274,2,26,1,0,1,0,0,0,1,153.74
kolhapur_nashik,1,803,2,26,0,1,1,1,0,0,0,99.59
dehu_solapur,2,2077,3,8,0,0,0,0,0,0,1,198.36
kolhapur_nashik,2,1665,3,1,1,1,1,0,0,1,1,198.65
dehu_solapur,1,1198,2,22,1,0,0,1,1,1,1,124.32
kolhapur_nashik,1,828,2,15,1,0,0,1,1,1,1,104.32
kolhapur_nashik,4,2128,5,20,0,0,1,0,1,1,1,264.17
dehu_solapur,4,1416,5,26,0,0,1,0,0,1,1,181.64
dehu_solapur,2,1602,2,10,0,1,0,0,0,0,0,150.22
dehu_solapur,4,1671,5,19,0,0,1,0,1,0,0,190.29
